customer_id,name,city,age,update_date
474,Customer_474,Los Angeles,75,2020-08-30
475,Customer_475,Miami,21,2023-05-20
476,Customer_476,Los Angeles,20,2021-08-29
477,Customer_477,Seattle,69,2021-12-10
478,Customer_478,New York,21,2020-12-29
479,Customer_479,Miami,69,2023-12-30
480,Customer_480,Seattle,32,2023-04-06
481,Customer_481,Miami,26,2022-06-29
482,Customer_482,Los Angeles,75,2023-12-15
483,Customer_483,San Francisco,27,2023-10-09
484,Customer_484,New York,30,2020-12-03
485,Customer_485,Seattle,72,2020-10-30
486,Customer_486,Los Angeles,56,2022-10-09
487,Customer_487,Seattle,53,2020-08-22
488,Customer_488,San Francisco,25,2021-02-13
489,Customer_489,New York,55,2023-01-09
490,Customer_490,San Francisco,51,2021-05-07
491,Customer_491,Seattle,30,2023-04-25
492,Customer_492,Seattle,69,2020-05-02
493,Customer_493,New York,33,2020-10-19
494,Customer_494,New York,21,2020-04-20
495,Customer_495,Seattle,62,2020-03-13
496,Customer_496,New York,62,2022-08-27
497,Customer_497,Miami,33,2020-10-30
498,Customer_498,New York,61,2022-11-06
499,Customer_499,Miami,68,2022-05-11
500,Customer_500,Los Angeles,24,2021-08-26
501,Customer_501,Miami,66,2022-09-17
502,Customer_502,Seattle,52,2021-12-01
503,Customer_503,New York,71,2021-07-12
504,Customer_504,Miami,39,2023-04-04
505,Customer_505,Seattle,68,2022-05-12
506,Customer_506,San Francisco,59,2022-07-27
507,Customer_507,New York,60,2023-10-15
508,Customer_508,Los Angeles,45,2022-08-10
509,Customer_509,Los Angeles,23,2022-12-21
510,Customer_510,Los Angeles,67,2022-09-27
511,Customer_511,Los Angeles,61,2022-04-17
512,Customer_512,New York,27,2023-05-28
513,Customer_513,Seattle,28,2020-11-16
514,Customer_514,Miami,70,2022-02-04
515,Customer_515,Seattle,72,2022-11-01
516,Customer_516,New York,63,2022-03-19
517,Customer_517,San Francisco,27,2020-08-09
518,Customer_518,Seattle,38,2021-10-02
519,Customer_519,Seattle,56,2022-05-07
520,Customer_520,Seattle,67,2023-05-30
521,Customer_521,New York,54,2023-12-09
522,Customer_522,Miami,44,2021-12-23
523,Customer_523,New York,61,2021-03-11
524,Customer_524,New York,68,2022-08-30
525,Customer_525,San Francisco,42,2020-09-06
526,Customer_526,Seattle,65,2020-12-17
527,Customer_527,Seattle,70,2023-03-02
528,Customer_528,Seattle,47,2021-06-16
529,Customer_529,New York,30,2020-04-23
530,Customer_530,Miami,71,2023-12-07
531,Customer_531,Seattle,54,2022-03-13
532,Customer_532,Miami,50,2020-02-13
533,Customer_533,Los Angeles,38,2022-06-11
534,Customer_534,Los Angeles,25,2023-06-11
535,Customer_535,New York,49,2020-12-12
536,Customer_536,Seattle,67,2022-09-19
537,Customer_537,Seattle,67,2022-03-18
538,Customer_538,Los Angeles,56,2020-08-25
539,Customer_539,Los Angeles,23,2020-01-04
540,Customer_540,Seattle,72,2022-09-25
541,Customer_541,San Francisco,39,2021-12-27
542,Customer_542,Seattle,43,2022-01-13
543,Customer_543,Seattle,52,2020-08-23
544,Customer_544,New York,30,2020-03-19
545,Customer_545,Los Angeles,39,2023-06-13
546,Customer_546,Miami,69,2023-12-12
547,Customer_547,Seattle,49,2021-10-05
548,Customer_548,Seattle,72,2021-09-11
549,Customer_549,San Francisco,48,2022-01-30
550,Customer_550,New York,29,2021-10-06
551,Customer_551,San Francisco,51,2023-05-11
552,Customer_552,San Francisco,75,2023-01-18
553,Customer_553,Seattle,32,2022-05-18
554,Customer_554,Miami,20,2021-04-05
555,Customer_555,San Francisco,71,2023-08-14
556,Customer_556,Seattle,67,2022-10-04
557,Customer_557,Seattle,29,2023-02-03
558,Customer_558,San Francisco,46,2020-08-20
559,Customer_559,New York,64,2021-10-28
560,Customer_560,Miami,71,2022-08-28
561,Customer_561,Miami,24,2020-10-20
562,Customer_562,New York,40,2023-07-25
563,Customer_563,New York,61,2020-09-05
564,Customer_564,Seattle,66,2020-01-04
565,Customer_565,Los Angeles,59,2020-11-06
566,Customer_566,New York,65,2021-07-14
567,Customer_567,Seattle,51,2023-07-15
568,Customer_568,San Francisco,24,2021-08-11
569,Customer_569,New York,38,2024-01-01
570,Customer_570,Miami,56,2021-02-06
571,Customer_571,Miami,25,2021-06-29
572,Customer_572,Seattle,51,2021-08-10
573,Customer_573,Miami,41,2021-01-24
574,Customer_574,San Francisco,51,2022-08-03
575,Customer_575,Los Angeles,21,2022-04-17
576,Customer_576,San Francisco,53,2020-06-20
577,Customer_577,San Francisco,72,2023-03-25
578,Customer_578,San Francisco,63,2022-11-28
579,Customer_579,Los Angeles,40,2023-12-08
580,Customer_580,Los Angeles,27,2020-02-14
581,Customer_581,Los Angeles,32,2023-01-08
582,Customer_582,San Francisco,43,2021-03-26
583,Customer_583,New York,65,2020-06-30
584,Customer_584,Los Angeles,67,2022-03-14
585,Customer_585,Los Angeles,33,2020-05-01
586,Customer_586,Seattle,45,2020-05-11
587,Customer_587,New York,41,2022-12-07
588,Customer_588,New York,70,2021-05-03
589,Customer_589,Seattle,74,2023-06-03
590,Customer_590,San Francisco,48,2020-03-14
591,Customer_591,Seattle,64,2021-12-01
592,Customer_592,Seattle,73,2020-02-02
593,Customer_593,San Francisco,68,2022-03-18
594,Customer_594,Miami,75,2020-08-03
595,Customer_595,Miami,51,2021-02-06
596,Customer_596,Miami,23,2021-09-02
597,Customer_597,New York,20,2023-06-14
598,Customer_598,Los Angeles,51,2023-12-16
599,Customer_599,Miami,38,2022-05-11
600,Customer_600,Los Angeles,23,2020-09-17
601,Customer_601,Los Angeles,22,2023-04-17
602,Customer_602,Seattle,50,2021-09-30
603,Customer_603,Seattle,47,2020-07-01
604,Customer_604,Seattle,62,2023-01-19
605,Customer_605,New York,40,2020-02-26
606,Customer_606,Seattle,58,2020-01-18
607,Customer_607,Seattle,37,2023-12-22
608,Customer_608,San Francisco,41,2023-04-26
609,Customer_609,Seattle,29,2020-03-25
610,Customer_610,Seattle,38,2022-11-23
611,Customer_611,New York,52,2023-10-20
612,Customer_612,Los Angeles,46,2022-04-26
613,Customer_613,Seattle,29,2023-05-08
614,Customer_614,San Francisco,71,2022-01-06
615,Customer_615,New York,35,2022-09-05
616,Customer_616,Miami,66,2023-04-11
617,Customer_617,Los Angeles,57,2020-07-04
618,Customer_618,San Francisco,40,2023-03-02
619,Customer_619,San Francisco,58,2022-08-08
620,Customer_620,New York,58,2023-02-17
621,Customer_621,New York,49,2020-02-18
622,Customer_622,Los Angeles,57,2021-02-12
623,Customer_623,Seattle,67,2022-01-15
624,Customer_624,Los Angeles,31,2020-03-02
625,Customer_625,Seattle,32,2023-01-17
626,Customer_626,New York,50,2021-04-27
627,Customer_627,Seattle,33,2021-09-03
628,Customer_628,New York,58,2020-05-10
629,Customer_629,Los Angeles,67,2023-02-18
630,Customer_630,Seattle,71,2020-11-04
631,Customer_631,Seattle,28,2022-04-04
632,Customer_632,Los Angeles,50,2020-04-28
633,Customer_633,Los Angeles,52,2023-01-10
634,Customer_634,San Francisco,54,2021-10-18
635,Customer_635,Miami,60,2020-04-11
636,Customer_636,Miami,24,2022-11-03
637,Customer_637,Seattle,46,2020-08-11
